"entrezgene_id","wikipathID","description"
"3122","WP4141","PI3K/AKT/mTOR - vitamin D3 signaling"
"3122","WP5284","Cell interactions of the pancreatic cancer microenvironment"
"3122","WP530","Cytokines and inflammatory response"
"3122","WP5098","T-cell activation SARS-CoV-2"
"3122","WP2328","Allograft rejection"
"3122","WP4217","Ebola virus infection in host"
"3122","WP4673","Male infertility"
"3122","WP5115","Network map of SARS-CoV-2 signaling pathway"
"3123","WP4582","Cancer immunotherapy by CTLA4 blockade"
"3123","WP5033","Genes associated with the development of rheumatoid arthritis"
"3123","WP4884","Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex"
"3123","WP4585","Cancer immunotherapy by PD-1 blockade"
"3123","WP5284","Cell interactions of the pancreatic cancer microenvironment"
"3123","WP530","Cytokines and inflammatory response"
"3123","WP5098","T-cell activation SARS-CoV-2"
"3123","WP2328","Allograft rejection"
"3123","WP4217","Ebola virus infection in host"
"3123","WP2877","Vitamin D receptor pathway"
"3123","WP5115","Network map of SARS-CoV-2 signaling pathway"
"3127","WP4884","Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex"
"3127","WP2328","Allograft rejection"
"3127","WP4217","Ebola virus infection in host"
"3127","WP5115","Network map of SARS-CoV-2 signaling pathway"
"3552","WP3656","Interleukin-1 induced activation of NF-kB"
"3552","WP4495","IL-10 anti-inflammatory signaling pathway "
"3552","WP4493","Cells and molecules involved in local acute inflammatory response "
"3552","WP3877","MYD88 distinct input-output pathway"
"3552","WP4478","LTF danger signal response pathway"
"3552","WP516","Hypertrophy model"
"3552","WP530","Cytokines and inflammatory response"
"3552","WP4969","RAS and bradykinin pathways in COVID-19"
"3552","WP4496","Signal transduction through IL1R"
"3552","WP5088","Prostaglandin signaling"
"3552","WP3617","Photodynamic therapy-induced NF-kB survival signaling"
"3552","WP5198","Inflammatory bowel disease signaling"
"3552","WP314","Fas ligand pathway and stress induction of heat shock proteins"
"3552","WP2637","Interleukin-1 (IL-1) structural pathway"
"3552","WP4747","Netrin-UNC5B signaling pathway"
"3552","WP195","IL-1 signaling pathway"
"3552","WP5222","2q13 copy number variation syndrome"
"3552","WP2849","Hematopoietic stem cell differentiation"
"3552","WP4329","miRNA role in immune response in sepsis"
"3552","WP2328","Allograft rejection"
"3552","WP69","T-cell receptor signaling pathway"
"3552","WP5055","Burn wound healing"
"3552","WP2431","Spinal cord injury"
"3552","WP5095","Overview of proinflammatory and profibrotic mediators"
"3552","WP4630","Measles virus infection"
"3552","WP5083","Neuroinflammation and glutamatergic signaling"
"3552","WP4396","Nonalcoholic fatty liver disease"
"3552","WP706","Sudden infant death syndrome (SIDS) susceptibility pathways"
"3552","WP5115","Network map of SARS-CoV-2 signaling pathway"
"3552","WP382","MAPK signaling pathway"
"3565","WP4484","Control of immune tolerance by vasoactive intestinal peptide"
"3565","WP5174","Ulcerative colitis signaling"
"3565","WP530","Cytokines and inflammatory response"
"3565","WP4494","Selective expression of chemokine receptors during T-cell polarization"
"3565","WP453","Inflammatory response pathway"
"3565","WP3893","Development and heterogeneity of the ILC family"
"3565","WP4950","16p11.2 distal deletion syndrome"
"3565","WP5285","Immune infiltration in pancreatic cancer"
"3565","WP5198","Inflammatory bowel disease signaling"
"3565","WP4559","Interactions between immune cells and microRNAs in tumor microenvironment"
"3565","WP395","IL-4 signaling pathway"
"3565","WP3863","T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection"
"3565","WP3624","Lung fibrosis"
"3565","WP176","Folate metabolism"
"3565","WP5130","Th17 cell differentiation pathway"
"3565","WP5218","Extrafollicular and follicular B cell activation by SARS-CoV-2"
"3565","WP5098","T-cell activation SARS-CoV-2"
"3565","WP2328","Allograft rejection"
"3565","WP2431","Spinal cord injury"
"3565","WP4217","Ebola virus infection in host"
"3565","WP5095","Overview of proinflammatory and profibrotic mediators"
"3565","WP5083","Neuroinflammation and glutamatergic signaling"
"3565","WP5115","Network map of SARS-CoV-2 signaling pathway"
"3565","WP4172","PI3K-Akt signaling pathway"
"3676","WP4493","Cells and molecules involved in local acute inflammatory response "
"3676","WP2118","Arrhythmogenic right ventricular cardiomyopathy"
"3676","WP185","Integrin-mediated cell adhesion"
"3676","WP4541","Hippo-Merlin signaling dysregulation"
"3676","WP4217","Ebola virus infection in host"
"3676","WP306","Focal adhesion"
"3676","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"3676","WP4172","PI3K-Akt signaling pathway"
"3676","WP5087","Malignant pleural mesothelioma"
"3684","WP3937","Microglia pathogen phagocytosis pathway"
"3684","WP4136","Fibrin complement receptor 3 signaling pathway"
"3684","WP3945","TYROBP causal network in microglia"
"3684","WP185","Integrin-mediated cell adhesion"
"3684","WP5090","Complement system in neuronal development and plasticity"
"3684","WP4541","Hippo-Merlin signaling dysregulation"
"3684","WP2877","Vitamin D receptor pathway"
"3688","WP4493","Cells and molecules involved in local acute inflammatory response "
"3688","WP2813","Mammary gland development pathway - Embryonic development (Stage 1 of 4)"
"3688","WP2643","Nanoparticle-mediated activation of receptor signaling"
"3688","WP2839","Hair follicle development: organogenesis - part 2 of 3"
"3688","WP313","Hepatocyte growth factor receptor signaling"
"3688","WP3850","Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling"
"3688","WP4823","Genes controlling nephrogenesis"
"3688","WP4534","Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms"
"3688","WP5300","TROP2 regulatory signaling"
"3688","WP2272","Pathogenic Escherichia coli infection"
"3688","WP5053","Development of ureteric collection system"
"3688","WP3303","RAC1/PAK1/p38/MMP2 pathway"
"3688","WP2572","Primary focal segmental glomerulosclerosis (FSGS)"
"3688","WP2118","Arrhythmogenic right ventricular cardiomyopathy"
"3688","WP2037","Prolactin signaling pathway"
"3688","WP4658","Small cell lung cancer"
"3688","WP2064","Neural crest differentiation"
"3688","WP185","Integrin-mediated cell adhesion"
"3688","WP4659","Gastrin signaling pathway"
"3688","WP4541","Hippo-Merlin signaling dysregulation"
"3688","WP4217","Ebola virus infection in host"
"3688","WP366","TGF-beta signaling pathway"
"3688","WP306","Focal adhesion"
"3688","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"3688","WP4172","PI3K-Akt signaling pathway"
"3688","WP3888","VEGFA-VEGFR2 signaling"
"3688","WP5087","Malignant pleural mesothelioma"
"3689","WP4493","Cells and molecules involved in local acute inflammatory response "
"3689","WP3937","Microglia pathogen phagocytosis pathway"
"3689","WP4136","Fibrin complement receptor 3 signaling pathway"
"3689","WP4534","Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms"
"3689","WP3945","TYROBP causal network in microglia"
"3689","WP5218","Extrafollicular and follicular B cell activation by SARS-CoV-2"
"3689","WP4298","Acute viral myocarditis"
"3689","WP2806","Complement system"
"3689","WP185","Integrin-mediated cell adhesion"
"3689","WP5090","Complement system in neuronal development and plasticity"
"3689","WP4541","Hippo-Merlin signaling dysregulation"
"3689","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"3689","WP5087","Malignant pleural mesothelioma"
"3716","WP2113","Type III interferon signaling"
"3716","WP4495","IL-10 anti-inflammatory signaling pathway "
"3716","WP22","IL-9 signaling pathway"
"3716","WP4337","ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"
"3716","WP4197","Immune response to tuberculosis"
"3716","WP205","IL-7 signaling pathway"
"3716","WP3972","PDGFR-beta pathway"
"3716","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"3716","WP4912","SARS coronavirus and innate immunity"
"3716","WP2112","IL-17 signaling pathway"
"3716","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"3716","WP4558","Overview of interferons-mediated signaling pathway"
"3716","WP619","Type II interferon signaling"
"3716","WP127","IL-5 signaling pathway"
"3716","WP2526","PDGF pathway"
"3716","WP49","IL-2 signaling pathway"
"3716","WP364","IL6 signaling pathway"
"3716","WP2332","Interleukin-11 signaling pathway"
"3716","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"3716","WP1971","Integrated cancer pathway"
"3716","WP286","IL-3 signaling pathway"
"3716","WP395","IL-4 signaling pathway"
"3716","WP585","Interferon type I signaling pathways"
"3716","WP560","TGF-beta receptor signaling"
"3716","WP3646","Hepatitis C and hepatocellular carcinoma"
"3716","WP4816","TGF-beta receptor signaling in skeletal dysplasias"
"3716","WP2374","Oncostatin M signaling pathway"
"3716","WP2032","Thyroid stimulating hormone (TSH) signaling pathway"
"3716","WP5039","SARS-CoV-2 innate immunity evasion and cell-specific immune response"
"3716","WP5130","Th17 cell differentiation pathway"
"3717","WP3935","Leptin-insulin signaling overlap"
"3717","WP4337","ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"
"3717","WP4197","Immune response to tuberculosis"
"3717","WP581","EPO receptor signaling"
"3717","WP3972","PDGFR-beta pathway"
"3717","WP2112","IL-17 signaling pathway"
"3717","WP2817","Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)"
"3717","WP4950","16p11.2 distal deletion syndrome"
"3717","WP4558","Overview of interferons-mediated signaling pathway"
"3717","WP619","Type II interferon signaling"
"3717","WP4829","mBDNF and proBDNF regulation of GABA neurotransmission"
"3717","WP127","IL-5 signaling pathway"
"3717","WP364","IL6 signaling pathway"
"3717","WP2332","Interleukin-11 signaling pathway"
"3717","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"3717","WP5300","TROP2 regulatory signaling"
"3717","WP286","IL-3 signaling pathway"
"3717","WP395","IL-4 signaling pathway"
"3717","WP304","Kit receptor signaling pathway"
"3717","WP61","Notch signaling pathway"
"3717","WP2374","Oncostatin M signaling pathway"
"3717","WP2032","Thyroid stimulating hormone (TSH) signaling pathway"
"3717","WP2324","AGE/RAGE pathway"
"3717","WP5130","Th17 cell differentiation pathway"
"3717","WP2034","Leptin signaling pathway"
"3717","WP2037","Prolactin signaling pathway"
"3717","WP4538","Regulatory circuits of the STAT3 signaling pathway"
"3717","WP5205","Clock-controlled autophagy in bone metabolism"
"3717","WP4806","EGFR tyrosine kinase inhibitor resistance"
"3717","WP5098","T-cell activation SARS-CoV-2"
"6885","WP262","Ebstein-Barr virus LMP1 signaling"
"6885","WP3851","TLR4 signaling and tolerance"
"6885","WP2112","IL-17 signaling pathway"
"6885","WP4496","Signal transduction through IL1R"
"6885","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"6885","WP400","p38 MAPK signaling pathway"
"6885","WP2036","TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"
"6885","WP364","IL6 signaling pathway"
"6885","WP314","Fas ligand pathway and stress induction of heat shock proteins"
"6885","WP2637","Interleukin-1 (IL-1) structural pathway"
"6885","WP363","Wnt signaling pathway"
"6885","WP195","IL-1 signaling pathway"
"6885","WP2018","RANKL/RANK signaling pathway"
"6885","WP2795","Cardiac hypertrophic response"
"6885","WP3865","Novel intracellular components of RIG-I-like receptor pathway"
"6885","WP3863","T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection"
"6885","WP4329","miRNA role in immune response in sepsis"
"6885","WP69","T-cell receptor signaling pathway"
"6885","WP231","TNF-alpha signaling pathway"
"6885","WP23","B cell receptor signaling pathway"
"6885","WP4258","lncRNA in canonical Wnt signaling and colorectal cancer"
"6885","WP399","Wnt signaling pathway and pluripotency"
"6885","WP75","Toll-like receptor signaling pathway"
"6885","WP710","DNA damage response (only ATM dependent)"
"6885","WP428","Wnt signaling"
"6885","WP3915","Angiopoietin-like protein 8 regulatory pathway"
"6885","WP366","TGF-beta signaling pathway"
"6885","WP4630","Measles virus infection"
"6885","WP4666","Hepatitis B infection"
"6885","WP481","Insulin signaling"
"5243","WP3672","lncRNA-mediated mechanisms of therapeutic resistance"
"5243","WP1604","Codeine and morphine metabolism"
"5243","WP2289","Drug induction of bile acid pathway"
"5243","WP3640","Imatinib and chronic myeloid leukemia"
"5243","WP2875","Constitutive androstane receptor pathway"
"5243","WP2876","Pregnane X receptor pathway"
"5243","WP299","Nuclear receptors in lipid metabolism and toxicity"
"5243","WP4917","Proximal tubule transport"
"5243","WP2328","Allograft rejection"
"5243","WP4673","Male infertility"
"5243","WP2877","Vitamin D receptor pathway"
"5243","WP2882","Nuclear receptors meta-pathway"
"5337","WP5192","Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids"
"5337","WP4722","Glycerolipids and glycerophospholipids"
"5337","WP3850","Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling"
"5337","WP2032","Thyroid stimulating hormone (TSH) signaling pathway"
"5337","WP2525","Trans-sulfuration, one-carbon metabolism and related pathways"
"5337","WP4263","Pancreatic adenocarcinoma pathway"
"5337","WP437","EGF/EGFR signaling pathway"
"5337","WP4223","Ras signaling"
"5337","WP4754","IL-18 signaling pathway"
"653361","WP5269","Genetic causes of porto-sinusoidal vascular disease"
"653361","WP3937","Microglia pathogen phagocytosis pathway"
"653361","WP2324","AGE/RAGE pathway"
"653361","WP2380","Brain-derived neurotrophic factor (BDNF) signaling pathway"
"653361","WP3929","Chemokine signaling pathway"
"653361","WP4754","IL-18 signaling pathway"
"653361","WP3888","VEGFA-VEGFR2 signaling"
"4688","WP5269","Genetic causes of porto-sinusoidal vascular disease"
"4688","WP3937","Microglia pathogen phagocytosis pathway"
"4688","WP3945","TYROBP causal network in microglia"
"4688","WP4963","p53 transcriptional gene network"
"4688","WP2380","Brain-derived neurotrophic factor (BDNF) signaling pathway"
"4688","WP4754","IL-18 signaling pathway"
"4688","WP3888","VEGFA-VEGFR2 signaling"
"4689","WP5269","Genetic causes of porto-sinusoidal vascular disease"
"4689","WP3937","Microglia pathogen phagocytosis pathway"
"4793","WP2112","IL-17 signaling pathway"
"4793","WP2036","TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"
"4793","WP2637","Interleukin-1 (IL-1) structural pathway"
"4793","WP195","IL-1 signaling pathway"
"4793","WP3865","Novel intracellular components of RIG-I-like receptor pathway"
"4793","WP4655","Cytosolic DNA-sensing pathway"
"4793","WP2037","Prolactin signaling pathway"
"4793","WP254","Apoptosis"
"4793","WP231","TNF-alpha signaling pathway"
"4793","WP4658","Small cell lung cancer"
"4793","WP75","Toll-like receptor signaling pathway"
"4793","WP4630","Measles virus infection"
"4793","WP3929","Chemokine signaling pathway"
"5579","WP3944","Serotonin and anxiety-related events"
"5579","WP3947","Serotonin and anxiety"
"5579","WP1528","Physiological and pathological hypertrophy of the heart"
"5579","WP5121","Sphingolipid metabolism in senescence"
"5579","WP3972","PDGFR-beta pathway"
"5579","WP4941","GPR143 in melanocytes and retinal pigment epithelium cells"
"5579","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
"5579","WP2636","Common pathways underlying drug addiction"
"5579","WP5283","Chronic hyperglycemia impairment of neuron function"
"5579","WP363","Wnt signaling pathway"
"5579","WP304","Kit receptor signaling pathway"
"5579","WP2374","Oncostatin M signaling pathway"
"5579","WP2324","AGE/RAGE pathway"
"5579","WP4255","Non-small cell lung cancer"
"5579","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"5579","WP4538","Regulatory circuits of the STAT3 signaling pathway"
"5579","WP2261","Glioblastoma signaling pathways"
"5579","WP4806","EGFR tyrosine kinase inhibitor resistance"
"5579","WP2355","Corticotropin-releasing hormone signaling pathway"
"5579","WP35","G protein signaling pathways"
"5579","WP673","ErbB signaling pathway"
"5579","WP23","B cell receptor signaling pathway"
"5579","WP4540","Hippo signaling regulation pathways"
"5579","WP399","Wnt signaling pathway and pluripotency"
"5579","WP1544","MicroRNAs in cardiomyocyte hypertrophy"
"5579","WP428","Wnt signaling"
"5579","WP4787","Osteoblast differentiation and related diseases"
"5579","WP5083","Neuroinflammation and glutamatergic signaling"
"5579","WP4666","Hepatitis B infection"
"5579","WP536","Calcium regulation in cardiac cells"
"5743","WP2435","Quercetin and Nf-kB / AP-1 induced apoptosis"
"5743","WP3287","Overview of nanoparticle effects"
"5743","WP4707","Aspirin and miRNAs"
"5743","WP5149","Lipid metabolism in senescent cells"
"5743","WP167","Eicosanoid synthesis"
"5743","WP4483","Relationship between inflammation, COX-2 and EGFR"
"5743","WP4719","Eicosanoid metabolism via cyclooxygenases (COX)"
"5743","WP5122","Prostaglandin and leukotriene metabolism in senescence "
"5743","WP3617","Photodynamic therapy-induced NF-kB survival signaling"
"5743","WP3614","Photodynamic therapy-induced HIF-1 survival signaling"
"5743","WP98","Prostaglandin synthesis and regulation"
"5743","WP2586","Aryl hydrocarbon receptor pathway"
"5743","WP3646","Hepatitis C and hepatocellular carcinoma"
"5743","WP2880","Glucocorticoid receptor pathway"
"5743","WP4216","Chromosomal and microsatellite instability in colorectal cancer "
"5743","WP15","Selenium micronutrient network"
"5743","WP4658","Small cell lung cancer"
"5743","WP4659","Gastrin signaling pathway"
"5743","WP2431","Spinal cord injury"
"5743","WP5115","Network map of SARS-CoV-2 signaling pathway"
"5743","WP5124","Alzheimer's disease"
"5743","WP4754","IL-18 signaling pathway"
"5743","WP2882","Nuclear receptors meta-pathway"
"5743","WP2059","Alzheimer's disease and miRNA effects"
"5743","WP3888","VEGFA-VEGFR2 signaling"
"5777","WP4582","Cancer immunotherapy by CTLA4 blockade"
"5777","WP2583","T cell receptor and co-stimulatory signaling"
"5777","WP3937","Microglia pathogen phagocytosis pathway"
"5777","WP286","IL-3 signaling pathway"
"5777","WP395","IL-4 signaling pathway"
"5777","WP585","Interferon type I signaling pathways"
"5777","WP304","Kit receptor signaling pathway"
"5777","WP5072","Modulators of TCR signaling and T cell activation"
"5777","WP3863","T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection"
"5777","WP2037","Prolactin signaling pathway"
"5777","WP23","B cell receptor signaling pathway"
"5777","WP5115","Network map of SARS-CoV-2 signaling pathway"
"5777","WP3888","VEGFA-VEGFR2 signaling"
"6772","WP2113","Type III interferon signaling"
"6772","WP4495","IL-10 anti-inflammatory signaling pathway "
"6772","WP22","IL-9 signaling pathway"
"6772","WP4197","Immune response to tuberculosis"
"6772","WP205","IL-7 signaling pathway"
"6772","WP581","EPO receptor signaling"
"6772","WP4767","FGFR3 signaling in chondrocyte proliferation and terminal differentiation"
"6772","WP3972","PDGFR-beta pathway"
"6772","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"6772","WP4912","SARS coronavirus and innate immunity"
"6772","WP465","Tryptophan metabolism"
"6772","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"6772","WP400","p38 MAPK signaling pathway"
"6772","WP4558","Overview of interferons-mediated signaling pathway"
"6772","WP619","Type II interferon signaling"
"6772","WP127","IL-5 signaling pathway"
"6772","WP2526","PDGF pathway"
"6772","WP49","IL-2 signaling pathway"
"6772","WP364","IL6 signaling pathway"
"6772","WP5198","Inflammatory bowel disease signaling"
"6772","WP2332","Interleukin-11 signaling pathway"
"6772","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"6772","WP1971","Integrated cancer pathway"
"6772","WP5300","TROP2 regulatory signaling"
"6772","WP395","IL-4 signaling pathway"
"6772","WP5097","CCL18 signaling pathway"
"6772","WP585","Interferon type I signaling pathways"
"6772","WP2018","RANKL/RANK signaling pathway"
"6772","WP560","TGF-beta receptor signaling"
"6772","WP304","Kit receptor signaling pathway"
"7150","WP4217","Ebola virus infection in host"
"7150","WP3594","Circadian rhythm genes"
"10454","WP3851","TLR4 signaling and tolerance"
"10454","WP4496","Signal transduction through IL1R"
"10454","WP2637","Interleukin-1 (IL-1) structural pathway"
"10454","WP195","IL-1 signaling pathway"
"10454","WP2018","RANKL/RANK signaling pathway"
"10454","WP4329","miRNA role in immune response in sepsis"
"10454","WP231","TNF-alpha signaling pathway"
"10454","WP75","Toll-like receptor signaling pathway"
"10454","WP1544","MicroRNAs in cardiomyocyte hypertrophy"
"10454","WP366","TGF-beta signaling pathway"
"10454","WP4666","Hepatitis B infection"
"10454","WP382","MAPK signaling pathway"
"23118","WP3851","TLR4 signaling and tolerance"
"23118","WP410","Exercise-induced circadian regulation"
"23118","WP2637","Interleukin-1 (IL-1) structural pathway"
"23118","WP195","IL-1 signaling pathway"
"23118","WP2018","RANKL/RANK signaling pathway"
"23118","WP4329","miRNA role in immune response in sepsis"
"23118","WP231","TNF-alpha signaling pathway"
"23118","WP75","Toll-like receptor signaling pathway"
"23118","WP4630","Measles virus infection"
"23118","WP4666","Hepatitis B infection"
"23118","WP382","MAPK signaling pathway"
"4953","WP497","Urea cycle and metabolism of amino groups"
"4953","WP3580","Methionine de novo and salvage pathway"
"4953","WP3925","Amino acid metabolism"
"23408","WP3644","NAD+ metabolism"
"23408","WP3645","NAD+ biosynthetic pathways"
"23408","WP5046","NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence"
"5320","WP2533","Glycerophospholipid biosynthetic pathway"
"5320","WP2795","Cardiac hypertrophic response"
"5320","WP1544","MicroRNAs in cardiomyocyte hypertrophy"
"5320","WP2431","Spinal cord injury"
"5320","WP4223","Ras signaling"
"2147","WP5186","Vitamin K metabolism and activation of dependent proteins"
"2147","WP272","Blood clotting cascade"
"2147","WP2865","IL1 and megakaryocytes in obesity"
"2147","WP1533","Vitamin B12 metabolism"
"2147","WP558","Complement and coagulation cascades"
"2147","WP176","Folate metabolism"
"2147","WP15","Selenium micronutrient network"
"2147","WP51","Regulation of actin cytoskeleton"
